x  area  M  p  T  rho  u
0.0  0.0016129  0.2305351891340891  6644.505736828996  98.94824989323881  0.23421697967052435  45.943427970872975
0.00254  0.0016119451930845879  0.2306809492021509  6644.1963520842355  98.94693350646568  0.23420918981425992  45.97217073406471
0.00508  0.0016090845405250362  0.23111879862531176  6643.265925282365  98.94297441285698  0.23418576240100947  46.05850781747083
0.00762  0.0016043293320100907  0.23185044653799128  6641.707616841648  98.93634270952828  0.23414652332315586  46.20276580571087
0.01016  0.0015976983341753107  0.23287875698255023  6639.509931752138  98.92698811762384  0.23409117991272452  46.40549176322905
0.012700000000000001  0.001589217716539736  0.23420775361977297  6636.656614546681  98.91483948384749  0.23401931817550298  46.66745371010146
0.01524  0.0015789209482267481  0.23584264712754419  6633.126456137813  98.89980388351098  0.2339303977508653  46.98964537314328
0.01778  0.0015668486658767327  0.23778985952132742  6628.89306555088  98.88176554781651  0.23382374592572863  47.373290114363634
0.02032  0.001553048513272824  0.24005705587126053  6623.924581968076  98.86058450674557  0.23369855007426332  47.819846078866895
0.022860000000000002  0.00153757495331266  0.24265318145106426  6618.18332850566  98.83609494838441  0.2335538485470339  48.33101214512975
0.025400000000000002  0.0015204890530682057  0.2455885040896901  6611.6254050467205  98.80810327664071  0.2333885199267135  48.908734595725505
0.027940000000000003  0.001501858242781921  0.2488746614006426  6604.200217321901  98.77638584705619  0.23320127056034248  49.555214399655505
0.03048  0.0014817560497503983  0.25252471243770136  6595.849939474515  98.74068635858079  0.23299062027456072  50.27291496355527
0.03302  0.0014602618081457147  0.25655319316403796  6586.508907624789  98.70071287792705  0.2327548861817052  51.06457016699595
0.03556  0.0014374603459196985  0.26097617491655506  6576.102942541661  98.65613447273878  0.23249216449299462  51.93319244522776
0.0381  0.001413441650026759  0.2658113247878435  6564.548600548592  98.60657743065723  0.23220031027278662  52.88208061880971
0.04064  0.001388300511286487  0.2710779665212808  6551.752353371886  98.55162104395426  0.23187691509841565  53.914827091044145
0.04318  0.0013621361502875967  0.27679713910053655  6537.609702469225  98.49079295517701  0.23151928270108335  55.03532374135251
0.045720000000000004  0.0013350518258095916  0.2829916576691946  6522.004216788786  98.42356398195436  0.23112440223064484  56.24776728566121
0.048260000000000004  0.001307154427307535  0.2896861532341584  6504.8065561396925  98.3493426474726  0.23068892062450355  57.55665933852532
0.050800000000000005  0.0012785540530682058  0.29690712107021233  6485.873413185053  98.26746907936536  0.23020911227666843  58.966806864854945
0.053340000000000005  0.0012493635757024582  0.304682940489628  6465.046480345808  98.1772086768415  0.22968084856750468  60.48331552306921
