x  area  M  p  T  rho  u
0.11938000000000001  0.0006537306679899093  0.8785012275580217  4173.017523639252  86.6533088212538  0.1679688970408272  163.78903891677197
0.12192  0.0006489754594749636  0.9178378992800366  3999.076392679277  85.60718040165203  0.16293460043906052  170.08694068822405
0.12446  0.0006461148069154122  0.958370640390264  3822.1488747721946  84.5091740583219  0.15774934134522076  176.4555472145123
0.127  0.00064516  0.9999999691022654  3643.4930527769307  83.36293589308778  0.15244344590520303  182.86743519526257
0.12954000000000002  0.000645478268971804  1.0244881587146524  3540.0802923801702  82.68098317797326  0.1493383308108647  186.57766161112036
0.13208  0.0006464318198249879  1.049265267200096  3436.848151340619  81.98586908838709  0.14621271863212681  190.28505756454436
0.13462000000000002  0.0006480168893299698  1.0742900444205812  3334.114630271532  81.27913572386778  0.14307549695551094  193.9817960403134
0.13716  0.0006502272219415631  1.0995197198342734  3232.1904263064666  80.56241744509934  0.13993561558915546  197.66016527198974
0.13970000000000002  0.0006530540944867546  1.1249103209171554  3131.3748777629703  79.83742337992514  0.13680197376404324  201.3126399567361
0.14224  0.000656486350591084  1.1504169690739439  3031.95238882841  79.10591976004325  0.13368331473803566  204.93194305015768
0.14478000000000002  0.0006605104447077558  1.1759941780060514  2934.1892948325867  78.36971169569804  0.13058812669561073  208.51110160288096
0.14732  0.0006651104955757252  1.2015961487967837  2838.331238262062  77.63062485558059  0.12752455240846594  212.04349563304936
0.14986000000000002  0.0006702683488957801  1.227177056362669  2744.601101758122  76.89048750136233  0.12450030966941263  215.52289929903432
0.1524  0.0006759636489772647  1.2526913224749487  2653.197519879427  76.15111329011332  0.12152262399450874  218.94351391825296
0.15494000000000002  0.000682173919072693  1.2780938712393421  2564.293967943213  75.41428520656721  0.11859817454160224  222.2999926558701
0.15748  0.0006888746500832006  1.3033403636926517  2478.0384051026026  74.68174092480815  0.1157330536516915  225.5874569676594
0.16002000000000002  0.0006960393972847618  1.3283874089894243  2394.5534309688464  73.95515982978102  0.11293273991291249  228.80150511336265
0.16256  0.0007036398846934339  1.3531927504698729  2313.936901184488  73.2361518573625  0.1102020841997866  231.93821325236897
0.1651  0.000711646116657747  1.3777154256864375  2236.262937667839  72.526248241474  0.10754530776957258  234.99412978761254
0.16764  0.0007200264962378377  1.4019159001914685  2161.583263723486  71.82689419117399  0.10496601121271691  237.96626373446352
0.17018  0.0007287479499041344  1.4257561755306083  2089.928792520498  71.13944346238559  0.10246719285804284  240.85206795999278
0.17272  0.0007377760580634695  1.44919987243152  2021.311399054211  70.46515473961391  0.10005127512194913  243.64941816753029
0.17526  0.0007470751908974884  1.472212290618283  1955.7258099863545  69.8051897036245  0.09772013725639714  246.35658849666416
0.1778  0.0007566086489772647  1.4947604470173665  1893.1515520113044  69.16061263179328  0.09547515298151706  248.97222457554477
0.18034  0.0007663388080991807  1.5168130943558586  1833.5549069476492  68.5323913583251  0.09331723157222227  251.4953148067902
0.18288000000000001  0.0007762272677704686  1.5383407222948717  1776.8908299873892  67.92139941093195  0.09124686109075854  253.92516059663478
0.18542  0.0007862350027584134  1.5593155433017296  1723.1047959235273  67.32841913772344  0.08926415260566774  256.2613461550061
0.18796000000000002  0.0007963225171051171  1.5797114654560256  1672.1345462995173  66.7541456416836  0.08736888440054094  258.5037084070864
0.1905  0.00080645  1.5995040543201102  1623.9117179678972  66.19919134881691  0.0855605453432178  260.65230746893064
0.1921177321640935  0.0008129027418810686  1.611784977564979  1594.5973553533713  65.85605830224918  0.08445378513489049  261.9719886027496
0.1921177321640935  0.0008129027418810686  0.6648834725720993  4566.0417551770315  91.90350569981659  0.17328924651600935  127.7008206063396
0.19304000000000002  0.0008165774828948831  0.6591026578902474  4588.588919502976  92.03294067823187  0.17390003354208242  126.67964100291056
0.19558  0.0008266649972415866  0.64402247846963  4647.139271402616  92.36694825647406  0.1754821334846311  124.00563908555942
0.19812000000000002  0.0008366727322295317  0.6300745108104514  4700.916947495498  92.67109144170196  0.1769302589751377  121.51955245153039
0.20066  0.0008465611919008195  0.6171528546454826  4750.380653277552  92.94865022361688  0.17825804402228604  119.20552845213008
0.20320000000000002  0.0008562913510227352  0.6051719459156516  4795.9092536127255  93.20230902634519  0.179476709167679  117.05075909818348
0.20574  0.0008658248091025117  0.5940612987553107  4837.821702437151  93.43430467583178  0.1805956616066692  115.04468275395038
0.20828000000000002  0.0008751239419365307  0.5837619047277043  4876.390656476616  93.64652824505282  0.18162290666276312  113.17843972441776
0.21082  0.0008841520500958656  0.5742236998664279  4911.852035808996  93.84059719074942  0.18256533798955937  111.44449126595141
0.21336000000000002  0.0008928735037621623  0.5654037415087145  4944.411903419969  94.01790773941656  0.18342894736405607  109.83634705058877
0.2159  0.000901253883342253  0.5572648697120298  4974.251524509403  94.179673776957  0.18421897971993415  108.34836649833935
0.21844000000000002  0.0009092601153065662  0.5497747072669104  5001.5311612465575  94.3269562888618  0.18494004999590524  106.97561155899535
0.22098  0.0009168606027152382  0.5429049011846054  5026.392970637347  94.46068603759343  0.1855962327824166  105.7137360345564
0.22352000000000002  0.0009240253499167995  0.5366305395718293  5048.963253943944  94.58168130132056  0.1861911322044485  104.55890130529446
0.22606  0.0009307260809273072  0.5309296980263652  5069.354228626179  94.69066193722169  0.18672793717349528  103.50771143326529
0.22860000000000003  0.0009369363510227353  0.5257830831665328  5087.665442343735  94.78826065954311  0.18720946561072904  102.557162691216
0.23114  0.00094263165110422  0.5211737500770438  5103.98491376553  94.87503216950859  0.18763820020626953  101.70460397578745
0.23368000000000003  0.0009477895044242749  0.517086876806929  5118.3900609983675  94.95146059933043  0.18801631756472137  100.94770554108318
0.23622  0.0009523895552922444  0.5135095835312196  5130.948461732027  95.01796560973784  0.18834571208664616  100.28443417646882
0.23876000000000003  0.0009564136494089161  0.5104307871910693  5141.718477361996  95.0749073927766  0.1886280155799653  99.71303344384003
0.24130000000000001  0.0009598459055132453  0.5078410847532914  5150.749764857907  95.12259076810183  0.18886461333889254  99.23200794558036
0.24384  0.0009626727780584368  0.5057326599449438  5158.083693970856  95.16126851421996  0.18905665724049273  98.84011085589529
0.24638000000000002  0.0009648831106700301  0.5040992096021447  5163.753682819052  95.19114404113067  0.18920507626970182  98.53633414300234
0.24892  0.000966468180175012  0.5029358867499034  5167.785461478583  95.21237348412137  0.18931058477838028  98.31990105711968
0.25146  0.000967421731028196  0.5022392582899138  5170.197270597046  95.22506727764215  0.18937368870269966  98.190260573003
0.254  0.0009677399999999999  0.5020072757800098  5171.0  95.22929125148728  0.18939468989867586  98.14708356584161
